Population,HPIQuartile,Vaccinated
6611,4,5622.177519421998
5114,4,4370.716906064744
2884,2,2195.38511931734
6986,3,5212.125087263608
6866,2,5630.138974468067
5089,2,4115.316637808245
6290,2,4362.690599448624
4616,2,3134.4502048926524
5562,2,3852.9519546788097
5149,3,3952.3692478301487
4784,2,3343.345669210974
3435,2,2179.158841794488
3645,2,2598.461036643207
5187,3,4117.516687379824
8588,2,6477.776443208935
3991,2,2967.886381213539
4925,1,3159.9033912178033
5160,1,3625.0148468409197
3442,1,2266.503215693142
5914,2,3750.571220626385
4863,1,2622.6721086149983
6082,1,3885.575348713925
5138,1,3612.3546527922363
7486,2,5563.055485914684
8210,1,5799.302602484717
7538,1,4080.932834607552
5729,2,4038.0427117498016
5009,1,3886.9989968477644
5272,2,4267.892953732841
8307,2,6379.268180937544
5263,1,3569.760025637015
4551,1,3032.8830947105507
8234,1,5521.27030513251
5874,1,3765.925984556512
7770,1,6704.637029412777
6423,1,4082.6251882606966
4545,1,3285.0380090856247
9220,1,5503.848541831076
5306,2,4321.269983946172
5262,2,3687.957023368963
5242,2,4298.454486478533
4155,2,3121.1307103678123
3202,3,2255.904916655445
3631,3,2600.582014664882
6597,3,5098.680248467128
5892,3,4459.179383761724
2815,2,2161.747914931887
3813,4,3244.8321417765405
3375,3,2565.412952137631
3254,3,2526.9123836383815
4803,3,3623.012443954552
3264,2,2300.1009778049447
4713,3,3411.503170357161
3358,1,2125.4004204021244
13895,3,9614.238521705161
3548,4,3016.134905268327
7221,4,5881.047292571241
5487,4,4658.919536601281
6626,4,5605.969297055778
5748,4,4876.824882409268
6404,3,4903.568458870314
3188,4,2709.394382180702
3894,4,3298.351908024087
3891,3,3017.396628110803
5667,3,4446.919450307133
4047,3,3262.6410565842943
3238,4,2747.7113858070666
2958,4,2507.8783602829035
2922,4,2484.796900221026
3031,2,2306.6835381161986
5972,3,4580.159064145894
4818,4,4090.7378695538146
3185,4,2639.018866098586
4813,3,3592.6839532154336
3423,3,2697.7159838330363
3866,3,2866.703893225992
6183,3,4626.765350674788
7846,3,6514.220841134824
8354,3,6266.856176722194
7196,1,4669.986486983836
8316,2,5516.971275559323
6334,4,5369.852121426628
5430,3,4187.0120719969445
4089,2,2730.2172226623034
6534,3,4757.900270119174
4220,3,3353.580452125937
4723,3,3620.705663756645
6927,2,5289.0861963042225
5846,2,4637.324098007695
4513,2,3415.284673288771
3805,3,2902.5186841703144
3419,2,2654.4008363672538
5213,2,4335.2990094472525
6034,2,4531.461878530287
5943,2,4667.837463581084
3956,2,2864.7216248693762
5969,2,4044.608893566071
4427,1,2514.176516371123
5838,1,3812.9579305347183
8616,1,5892.267021645289
5609,2,4203.886057818969
8211,2,6178.872359691281
6435,2,5087.268342073821
3070,2,2452.5928613686838
5456,2,4111.65483886784
6917,2,5011.230751382282
8000,1,5258.276573098612
5269,3,4242.954919517366
6230,2,5073.786656612259
5079,2,3669.8677492223464
6479,2,4800.77404257789
4309,2,3337.3229504881983
5236,2,3915.704961301172
7860,2,5902.067808908845
4293,2,3177.96370677847
4701,2,3556.970631166665
7104,2,4636.8542461300585
9398,1,5506.143938475028
3669,3,2507.0279510073406
2896,1,2066.280116310108
3246,1,2306.2133249164553
5246,1,3779.785629877425
6170,2,4885.551104019503
6444,1,4464.142735500845
4778,2,3440.609686737429
4441,2,3483.4186821197386
7140,2,5953.026941977886
4960,3,4079.082484644122
5817,2,4321.975129881049
4744,3,3595.9251902632436
4924,2,3287.34878549499
6609,3,4303.056081561975
5127,1,3136.8911237193515
6386,2,4667.897464413313
5185,1,3471.687689244226
3395,3,2543.2914059507248
5536,1,4276.888637323019
4714,2,3491.077831466927
3692,2,2762.3065062500477
1928,3,1476.2773249066154
4445,2,3568.550899759266
3907,2,2816.4199706453064
4326,2,3559.65893072041
5510,2,4173.363268745946
3743,1,2604.3828976367517
2828,3,2136.5650627020154
4498,2,3650.0770484624404
5976,2,4598.899801530194
5675,3,4624.97097774008
4978,3,3670.707620366292
4468,2,3158.0096311113425
6368,2,4664.232938806354
6199,2,4794.018506358187
4874,2,4372.581162426403
5910,2,4824.304775485319
4148,2,3197.6160414984893
5580,2,4748.468474970038
5721,3,4704.925583598593
7740,2,5953.195227963539
5184,2,3958.2247497677336
6390,2,4943.917888609811
4834,2,3788.0206994312143
8065,2,6110.221975807457
5453,2,4270.98868999859
4995,2,3771.147993041564
6703,2,4424.13153559161
3649,2,2611.2009294969816
6405,2,4566.938394082323
6672,2,5208.966647372043
4882,1,3776.371351040923
5689,1,3754.1767180111583
3705,1,2722.6143282975095
5527,3,4118.243351246265
7784,2,5962.7768065190585
5691,2,4587.584276032411
4496,2,3551.2539581633487
4601,3,3689.926822194502
3326,3,2540.623684221665
4924,4,4189.182083124641
3783,4,3218.4990979457916
2268,4,1926.9660177181547
4894,4,4167.1807005153
4466,2,3385.6799912989086
4787,2,3966.822556516682
3358,3,2715.8453907861926
3210,3,2547.4700181743015
3697,3,2787.1644938949207
5560,3,4465.919129563549
6035,3,4679.5692378910535
4142,4,3538.658964698291
5256,4,4470.723640762839
5115,3,4016.058759959196
3268,3,2504.8596394542374
3337,3,2591.3665102032205
4379,3,3528.560211642016
3392,4,2711.155793732912
3856,4,3280.2555295642433
3751,4,2897.4302933065505
4960,4,3872.091484640622
4059,3,3169.3372012774453
3350,3,2550.7721366701185
4079,4,3462.380315374473
3616,4,2873.561167119912
2909,4,2480.274474433371
3458,4,2936.406637168696
3086,2,2240.3299567942636
4827,1,3541.7534012342408
3985,1,2895.502809779717
2936,3,2315.8691274928997
4933,3,3824.698481017095
6736,3,5376.676696500994
5671,4,4704.140616400389
2405,4,2050.5534929571186
5602,4,4755.917627442393
4348,4,3706.047805616694
4302,3,3112.687180713189
3451,4,2876.112844283208
7334,2,5982.530944077591
4310,4,3478.1994000168675
4219,3,2951.7326562773205
4243,3,3209.7775653507765
2377,3,1859.8266341949247
4073,4,3419.3234878071507
3834,2,2911.008898201398
5145,3,3932.9998213107438
4378,4,3525.0064907362657
7812,3,5980.675888832422
5162,4,4156.737259115981
4224,4,3598.6137516766726
3849,4,3285.357211317888
511,0,388.4213733298587
2608,4,2221.0621216568647
1211,0,810.5779078665647
4280,3,3179.371697568973
3488,2,2543.2684686655994
4058,2,2972.5407775042304
3064,4,2609.896141639045
2760,4,2358.162197147296
2089,4,1766.1461273110222
5269,4,4388.428826729378
6550,2,4934.301586036235
3024,3,2265.098173493025
5792,4,4896.819491173112
3422,4,2903.9135128218663
3499,4,2983.416728204864
5819,2,4348.706760638776
7714,2,6161.454748577312
4718,3,3631.7482529149634
5432,2,4381.544116923408
4791,1,3779.9425290181625
5382,1,3958.403197607268
4197,3,3116.712348272805
5401,2,4212.006572832464
5935,2,4615.499344691662
2866,3,2020.207216319663
4613,4,3789.4562889218187
4237,3,3428.5301534706277
3026,3,2319.56857442852
4473,4,3685.3944728905976
2998,4,2480.3326573465356
2771,4,2357.1191066400465
4598,4,3900.522660091642
4194,4,3571.4292436412625
4309,4,3663.3304036446975
2706,4,2300.121844262489
4796,4,4065.1890972377396
4618,3,3489.418243641205
3431,4,2907.8824091508445
5516,4,4691.908445127425
5749,3,4306.034313006466
3406,4,2899.9355805476193
2621,3,2134.8153320861306
4817,3,3668.3589837545264
5335,3,4326.153189011932
5391,3,3955.589518220985
2175,4,1849.8420379408092
4593,3,3558.6375565981834
3424,3,2710.941723019149
4528,3,3647.4344441014723
5629,3,4306.189016160409
2589,4,2202.264514700877
7077,2,5338.657139557785
7232,2,4213.790987995104
5102,3,3452.2744330025407
6359,3,4888.845800502425
5711,3,4480.426683680397
4697,3,3715.9917620994815
4406,3,3467.8691959200473
4635,3,3571.718631279624
5008,2,4224.13177481584
7886,1,5631.667297959167
7841,2,5896.908966171171
7746,4,6593.2728275644495
6339,4,5385.384222669092
4150,2,3307.203318144635
3584,3,2918.071328600921
19,0,16.471365160819612
0,0,0.0
1239,0,697.5112221114921
1301,0,801.2574361487051
1623,0,1203.1688306763117
3232,1,2319.5024043749636
5871,3,3999.047322706586
4268,2,3206.0885061509553
2010,3,1401.5122605545002
3233,4,2611.3519630616665
2761,4,2323.723438982894
3936,4,3166.5363028853835
6667,4,5614.343361165326
6696,4,5653.941010487668
5357,4,4518.93623281411
5638,4,4652.115232971492
4149,4,3431.0388260166974
4186,4,3468.9092727597167
4132,4,3512.05783615552
3354,1,2251.513490951907
3057,2,2551.0033663877675
3500,3,2683.3686477940755
2890,3,2097.277682259066
2945,4,2498.268645926465
3679,3,2645.4836715776046
3271,3,2729.628424796522
2358,2,1667.3883380566033
6219,3,4854.348315712674
5795,3,4159.9281946863575
3627,4,3085.3665577233824
6887,4,5673.318696989065
2024,3,1562.5535368230126
7145,4,5917.520256456121
1771,4,1440.5077341112435
3470,1,1837.9435739690402
3169,4,2683.3833069286266
5335,4,4349.637491313615
2755,2,2048.2895040115304
4454,3,3467.913945412233
3497,3,2630.9171302363416
2127,4,1802.1270215035554
2497,3,1978.7773156051494
4747,3,3510.112342003016
3331,4,2651.4194968311613
7080,4,5671.116522715274
2512,3,1902.6690376585275
2994,3,2232.2444715934053
2529,3,2015.5082011491356
4860,3,3689.1174439944107
6156,4,5207.915541856772
2382,3,1531.7188993399593
5047,3,2889.5285427014196
8809,4,7016.507878918101
7831,3,4866.95770276702
2384,3,1672.885679398894
6339,2,4245.887193314507
5733,3,4169.800119968771
3398,4,2875.673802731575
4203,2,3019.8869415867284
3038,3,1995.3457151684388
4372,3,2925.062099142593
5426,3,3981.2703999011437
2958,3,2065.875442639917
4294,3,2795.054347350645
6158,3,4476.591593349139
1595,4,1345.0257801606738
2811,3,1685.277923945232
1683,0,889.9444785495618
922,0,452.36789923950516
870,0,449.1493113840572
680,0,315.50066698919386
4039,4,3417.814396716079
3605,3,2021.5220533514312
4461,4,3803.9114828153947
3912,4,3333.7995853602993
4730,4,4031.4477621555557
2931,4,2495.471778503698
5854,4,4977.260747924669
4276,3,3288.873990945298
3850,4,3270.625030363769
4017,3,2505.425813358375
4606,4,3899.2926453240348
4562,2,3073.390718441113
3346,3,2466.0813464057205
3250,3,2277.6963093934146
2875,3,1831.6968674846225
0,0,0.0
5247,2,3796.103630104435
1803,0,939.8761362560903
1127,0,787.1787398200203
4481,2,2790.4164296501212
2669,2,1707.4371225664427
2035,3,1641.1326254057085
1762,2,931.3892351124475
1116,0,853.6474894249424
1944,1,1332.7859469631817
6307,2,4928.71605006045
4320,3,3290.6497207697757
4237,1,3110.857980481711
5821,1,4073.667907690103
4673,1,3381.9364682379733
1997,1,1438.0340998929419
3328,1,2445.576379102324
5093,3,3555.619586502812
3175,3,2334.396392042614
2873,3,2037.0509665285983
5185,2,3851.9827399062196
6506,2,4597.252422690414
3043,2,2124.136590471034
5265,3,4051.3612787899165
4134,1,2971.8285988676093
4235,2,3670.432993047615
6468,2,4922.345471638262
2402,1,1665.2521120100785
6143,1,4169.390222851066
6041,1,4134.721493417803
6941,2,5259.318509938124
7371,1,5074.310003197186
3978,1,2840.317581024012
4887,2,3720.1272808959225
2720,1,1660.7522593308768
2256,2,1611.7769190012948
3355,2,2859.1630577890755
4902,3,3581.1349643891817
3922,1,1976.8667236429822
4284,1,1693.0922137771142
5333,2,3155.801317185369
2630,1,1681.981426923028
3224,1,2077.0210903414118
3308,1,2121.407968504294
7153,1,3770.4918838804506
6886,2,4649.304613921444
2972,1,1676.44730733566
3879,1,2758.3537200289798
5367,2,3508.0243910371014
3050,2,2391.6110789832405
5055,2,3716.3109108256567
6321,2,3964.9779958652603
5628,1,3286.7595804085686
3700,2,2281.632601736047
2187,2,1568.9124331113724
5208,2,3574.105693959386
3227,1,1777.6531063139803
3015,1,1730.578083467927
8408,2,6356.545881644423
7421,3,4096.476524606482
6940,3,4285.944477027673
11589,3,8581.046274130491
8240,3,6395.63752829341
6913,3,4168.809176150022
2157,3,1589.9334266327346
2597,3,2053.81476242194
2642,2,1826.2575751901718
2803,3,2107.9332000294894
3205,3,2412.2271027699367
6381,2,4736.358850063995
3102,2,2366.942628615984
3263,2,2377.83581426818
5700,3,4081.05711612515
4390,2,3422.495018047797
3355,3,2562.5667658274238
2432,3,1790.5980812329053
5247,3,4043.691245549691
5968,2,4704.965136969473
4796,2,3399.468767548058
2458,2,1807.9841715844439
3406,2,2438.56211956542
2563,1,1907.0393695161108
3039,2,2231.4760503868165
2369,2,1718.8475369323269
4148,2,2960.753527279511
4480,1,3198.1743259938376
3827,1,2638.3675661576003
4021,1,2567.6789092252493
4052,1,2659.067249712584
3193,1,2352.55026417066
3193,1,2101.838773138688
3905,1,2625.9746948287816
2598,3,1974.1906355970618
3454,2,2621.193632831204
3784,2,2675.5293685609886
5457,2,4082.3863561232024
5322,2,4022.9944923719363
3611,2,2845.3229077987858
13786,3,9133.992847780248
2957,1,1987.2350701728276
2958,1,2117.7819091721267
4132,2,3080.2759891589753
1851,1,1273.344383268181
5535,1,4171.785693045034
4222,2,3125.3750399106657
5078,1,4094.9423389327912
3535,1,2533.6736869281713
5993,3,4544.017222268306
3716,3,2509.253733017289
5389,3,3814.806641658714
4010,4,3285.9812089722204
2245,3,1692.330441372406
6446,3,5154.9005753757265
5466,2,4214.24379972269
5339,3,4126.011002370792
3102,3,2369.5173386817814
6170,1,4399.119252041493
4461,3,3265.501496479772
2674,2,2017.0970645743866
5762,2,4333.892893492937
4717,2,3324.527630163903
5938,2,3752.2148925788374
9418,3,6283.1562507007775
5405,3,4097.876976768548
5159,3,3990.2967398537935
5200,3,3896.4853889588517
3036,3,2287.718692197597
4782,3,3474.343383018136
4104,2,2227.8415815086455
6672,3,4665.969971798546
6570,1,3719.5491767597096
5358,1,2013.0587027782371
5822,3,4135.149885511361
7818,3,5037.256539867203
9828,3,7892.853740006727
5328,3,4154.153398160921
2893,4,2373.5227108959252
2284,4,1873.6384214909242
4319,1,2947.1793938047413
4461,1,2869.6483875937283
6217,2,4560.417398064163
4010,2,2685.2953482398198
5985,2,3113.9542844441057
5185,3,3388.0236552311953
6190,1,3601.7359101365532
1994,3,1450.5081178306284
4501,2,3145.1055139385194
3816,3,2924.3943455820568
1859,1,1366.9760605042002
4382,1,2997.5686602328883
3852,2,2878.7108510019875
3033,2,2118.3190057062666
2939,2,1836.9679923991325
3065,2,2030.6767319141668
4594,2,2716.4012782532072
2405,2,1442.1579919776045
4863,2,2643.1072099102666
3239,1,2239.1990046431356
8549,1,5875.183099457434
4647,2,3667.3316769053135
4385,1,2887.775725843383
2947,1,2022.4208325508052
4636,1,3061.658923089958
2974,1,1884.5672539643374
2842,1,1768.782962718359
3139,2,2447.585414546413
2842,1,2017.4273192494059
3334,1,2298.8220512758476
3740,1,2469.3731541981065
3010,2,2162.707517053546
3336,2,2589.5691341353463
1516,1,1096.0852361205984
4267,1,2797.716014067645
4477,1,3260.9232682474026
10320,1,6976.113070468214
7504,1,5427.595083579293
10102,2,5603.621500976542
9462,2,5628.312448156615
6005,2,4244.576052864093
3740,2,2678.151835684046
3426,3,2314.079464610522
3503,2,2300.0156733388676
7564,1,5019.464041583306
4731,3,3650.7024413794215
4681,2,3225.1198348647126
4511,1,2959.309665081576
3100,3,2128.9596869831653
11660,2,7503.6797735004275
4750,3,3126.782650048639
4600,2,2626.0165960247537
4611,1,2319.4798952693686
4122,1,2005.6652483116886
5104,1,2904.8610182840275
2841,3,2137.385063483399
4740,2,2688.598711745076
2104,2,1445.2697160797516
8728,2,5958.340945502879
4952,1,2543.97626318268
5271,2,3294.471903840206
5488,3,4002.7373586204367
3845,2,2334.1677650337842
2173,3,1547.4186680204832
5296,3,4079.605992517989
6576,3,4739.943008275922
2007,1,1301.6068184230276
2137,2,1642.3790616708363
3873,3,2966.0703692756865
1746,2,1148.5873751356598
3447,2,1661.705959476044
4377,2,2371.2568716353553
8218,1,5844.837078658255
6741,1,4245.784147113877
4537,1,2281.8952971648146
5206,1,2731.5569323265217
8485,1,4531.35876507246
5115,1,2998.5192434546793
5885,1,3834.3113720054794
4623,1,3198.82383095202
4298,1,2734.8222214673497
6243,3,4270.828322256681
4967,2,3270.2067951473223
4383,3,3131.371850448227
5258,2,3736.0031766210122
7085,3,5075.548099406518
5179,3,3974.8201969118386
5995,2,4426.114486034296
3059,3,2337.6272148499643
5336,3,3545.2033396589823
4206,2,3117.8832452082497
3687,2,2536.3470243690886
6550,3,5157.818493274793
3794,2,2799.3536599954878
4985,3,3684.2323225957357
3327,3,2131.8897478079243
6507,2,3398.9035608298973
7962,3,5054.644876005538
7409,3,4899.571221838507
6726,3,5048.27204838148
5536,3,3892.953948531385
8169,3,5678.1812338259
3970,4,3368.097697738262
7707,3,5809.330911293789
6024,3,4253.668091192032
4703,3,3474.842756695591
3214,3,2408.090224963172
6532,3,4587.342053796322
4827,3,3603.802420242802
7165,3,5260.530594091271
5699,3,4193.285182129937
4730,2,3643.65649416436
6362,3,4600.806132682611
4677,2,3277.8018042927565
3662,2,2379.128154216143
4751,3,3169.5321704882344
2311,2,1403.8181985403144
3336,2,2337.633090679311
5547,3,4059.0293631114514
4768,3,3212.4788055673675
7750,3,5601.07024075428
6539,2,4050.964383707563
4218,1,2801.018339039584
5465,1,3989.593367178389
2497,1,1879.5856671718116
2586,1,1867.892215849978
2856,1,1966.3968604586469
2104,1,1616.0634217916695
3579,1,2446.913320267686
3189,1,2089.548772915882
3368,2,2351.1715359935847
1964,2,1383.151047155669
3556,2,2599.673902946431
7837,2,5783.63880249369
5247,1,3629.5187006574465
2576,1,1787.2230741761284
2443,1,1661.20495038703
3909,1,2850.720032503267
3812,1,2716.450730534421
7148,1,4764.106143004737
2824,1,1852.1986076215253
5946,2,4365.585713818885
6026,1,3895.5869777607327
6493,2,4549.058305777089
4687,2,3500.733324874042
6028,2,4304.432535017848
2270,1,1368.9710508673847
6161,2,5116.5709586155535
4108,1,2897.3654828698386
3560,1,2409.9221200924944
3323,1,2185.7150225533296
3996,2,3095.8282138588806
2398,1,1723.2155218977448
4837,2,3476.3349751990518
5254,2,3795.6258061021867
2932,2,1857.3378041589644
4689,3,3578.000226773367
3748,2,2316.1631104258167
5405,2,3904.0038324143334
3962,1,2352.1893352958664
901,0,604.9728190965263
3431,3,2579.8555179838577
3559,2,2681.096083160757
2371,2,1696.0938802688977
2487,3,1870.674917362059
6291,3,4244.2312261329425
5823,2,4289.284986594013
1906,1,1568.9385954057468
2697,1,2183.794389696564
2637,1,1912.9779041012655
5343,1,3486.6941696690114
2485,1,1529.8881091167027
5157,1,3452.0685391321103
4454,1,3049.7809602286306
5951,1,2186.060459112509
4179,1,1438.8157248311365
1787,0,902.26817713736
2260,0,1109.1525189442775
6082,1,3817.719592352811
5973,1,4003.687949617711
3584,1,2333.316326699819
5210,1,3540.8805439208086
3300,1,2168.4309013872703
5957,1,3692.9302714497785
2289,3,1503.6085384546495
4859,1,2880.5703582024544
1649,0,1048.4853145505908
1105,0,605.0796400633001
4529,1,2650.5897154230615
2800,2,2081.746138378325
4099,3,3059.3328615217906
4453,1,2657.411913014942
2739,2,1710.7144065131765
3377,1,2315.2356702133047
2133,1,1453.5317595297777
2698,1,1943.9309244013139
1665,3,1220.8549179380916
1908,2,1434.7605736016462
1243,3,919.1733535285251
4253,1,3027.494773935237
4446,1,2900.4147983455746
4399,2,3196.2253019698283
5815,1,4056.709080763987
4330,1,2896.7134730637313
3873,3,2701.3496867996873
2979,2,2186.09480504431
4227,2,3266.086274990879
2282,2,1941.93639065979
3332,4,2828.5183151070432
3383,2,2550.0563810138524
3701,2,2743.8260581272552
3259,2,2419.2879000095118
4364,1,2913.111849768395
3643,2,2628.2330248000067
3375,3,2392.897898826608
3772,3,2821.335572079693
2984,2,2038.9167606916883
2174,2,1665.805779999601
2886,3,2187.4086940966527
3209,2,2167.8323362793144
3496,3,2550.4708976272914
5357,2,3847.025356647154
3615,2,1899.9001605914264
5034,2,2755.2559672203497
1916,3,1334.0218320283104
1986,3,1431.189123979834
1428,0,1110.8553061237305
3821,2,2779.415645424337
2567,2,1970.2010154022792
2684,3,2003.232349432663
4264,2,2480.402723788091
5279,2,3425.2125199091806
1412,3,1004.3196223852074
2297,4,1951.8570158990285
1466,2,916.3887761088926
2962,3,1868.2064553567004
4506,1,3630.4493407719006
4962,1,3314.2905585728477
2215,2,1726.5687810238853
4920,1,3071.2735776600202
5392,3,3917.903383710506
8086,3,5927.502928692486
1759,3,1266.464484188697
5683,1,3618.113804658491
1482,2,986.7509596803708
5059,2,3568.340717055803
6001,2,4466.071422045083
3513,3,2342.9925703860736
3894,2,2778.7542494849
4076,1,2808.000723354269
2707,1,2056.7091533799617
7827,3,6348.05368933322
5002,1,3469.333495971425
3392,1,2402.8843132845873
12070,1,6266.226332824396
9328,1,4123.140425698072
2531,3,1757.73624059879
2843,3,1872.0511617598243
5297,1,2695.4376420787053
5112,1,3240.471003298735
2558,1,1874.1202752763256
6496,1,4242.5479253036265
4303,1,2743.8798461784754
5778,1,4386.365069343101
1670,1,848.1927369585045
2810,2,2265.6471455791393
1785,1,1311.4202273196306
2814,2,1989.2057100513969
3065,1,2197.6164451740538
3535,2,2054.9758076460107
4328,1,2278.116095663468
6598,2,4165.439741980736
5135,1,3166.8325034529034
3690,2,2271.8128304515767
9036,0,6832.938481854935
4869,0,3807.795953730707
3534,3,2670.5263862669367
4001,1,2359.0106176366226
5872,1,3667.093581263372
1865,1,611.2456144807412
1627,1,955.9143433416212
1886,1,933.7566644948782
1860,1,823.1339476452174
10892,4,9219.29005491946
5980,3,4260.709925340744
3989,3,2994.585855136832
6072,2,4296.355888476621
4121,3,2866.8942926406457
4146,1,2837.3080179765216
3513,2,2538.804874749677
5453,1,3829.6115464299864
7544,3,5575.809191979234
4891,2,3686.3169749821777
2831,2,1832.809482025387
7486,1,5006.210657896965
6493,3,5027.379251504894
9012,3,6416.527899395482
3434,2,2455.2577232219714
10208,3,6680.184458571745
9500,3,6516.536279301804
12127,3,8768.303796762766
6492,3,4805.977222113864
8995,2,6168.548483572459
4060,3,2898.3317231900373
5632,2,4625.061263585577
3202,2,2060.9958974839683
7784,2,6111.786682930349
6953,3,4992.64345878498
165,0,66.74816992704743
5853,1,4211.53790385328
2189,4,1851.1884718678177
2967,3,2298.165527106772
2529,2,1914.8208274403405
2582,3,1866.473772102639
1887,2,1245.3771316616203
3716,2,2895.2223039617575
2031,2,1500.120154115271
2162,3,1541.538044688168
3196,2,2347.708995336557
3027,2,2286.747130071004
3987,2,2848.7134512833804
9,0,5.582349236357126
7634,0,3261.9173212801356
3348,4,2838.7565462950643
3289,4,2794.8741803436847
2898,4,2464.8800423501475
3555,4,3032.676463828239
3052,3,2362.6387205733467
1085,0,862.2385817757307
2805,0,2346.3054201948275
1406,4,1195.6791822288283
2012,2,1614.6338419244305
3281,3,2588.315377488721
2942,4,2502.59461084475
2423,3,1919.3900302586305
4151,4,3536.582012900351
5109,4,4362.1839610472425
4577,3,3522.266783963385
4357,3,3288.444155998203
2669,3,2024.146090419969
2301,3,1816.774352019826
2233,3,1736.1423187027058
3598,2,2574.4859923357967
2953,4,2513.4535008531343
4129,4,3508.898840833515
1513,4,1287.290638474892
2355,4,2003.0851873236352
3146,2,2351.3655076161945
2990,1,2142.2624513422406
4198,3,3098.443742142892
6118,2,4286.741462591265
3283,2,2191.77068663593
2738,2,2059.38888274621
4655,1,3121.0039229709005
2954,1,1888.6522954513684
4977,1,3016.691015188464
3901,4,3320.845860412236
3875,3,2822.0438215697495
2484,3,1906.222739768872
2757,3,2132.235732490317
2607,2,1952.5549932468653
3783,1,2587.4565451941116
4724,2,3082.044139372594
3215,4,2722.5282011856107
5451,3,4099.023205404417
5826,3,3835.048002555159
4000,3,2854.156816821978
4542,3,3054.4210074880284
3401,4,2818.728528065433
4840,3,3676.445732077628
4794,3,3678.917799698862
2959,4,2453.243050412062
3129,4,2588.46471781828
4648,1,2631.1065580903164
4850,2,3622.478477840645
5107,1,2969.781740186053
4454,1,2351.1041701463773
8692,1,5567.894057609665
3762,1,2306.248285603371
3866,1,2188.977847823938
3167,1,1664.8858088603802
4296,1,2253.158271947872
6856,1,4245.713263936429
4551,1,2589.644995027032
2943,1,2137.9549141934012
4443,1,2995.6918872387346
5456,1,3621.018122686134
4088,1,2758.7948348701007
6074,1,3849.677035643211
5209,2,3681.3501172995457
5969,1,3756.1212091393304
2593,2,1965.2586791914018
7457,1,5041.433444354586
5710,1,3775.2232740596255
4073,1,2729.4512510765603
4182,2,2730.895201100099
2950,0,2277.035125865271
3001,3,2142.338300811158
3973,3,2335.9879993581
1950,2,1344.6050368293995
1731,1,1097.0013225973612
2537,2,1784.6279025070148
2191,3,1681.6648102404768
5384,4,4560.310407361009
4932,1,3461.476700866075
4129,1,3065.041352445894
2775,1,1973.3002250787365
2971,2,2245.55322400956
1754,2,1285.5980717459463
4005,1,2895.6605347381246
4555,2,3395.9906846511
2862,2,2226.0478688172
3806,3,2854.174987414978
2895,3,2156.179918963634
4555,4,3848.956900685674
4758,3,3491.3426938743187
3423,4,2889.0279856269026
2496,4,2113.2293835558075
5633,4,4797.659762070018
2128,1,1548.396809939098
4586,2,3445.255749729727
4273,2,3218.9726224630276
4106,2,2814.684516282417
2204,4,1870.68312280743
4324,1,2813.1309801827506
2945,2,2281.5851075611617
5762,1,4088.808766016804
3325,1,2077.3541064944297
4220,1,2451.48266936847
4890,1,2963.891945604543
5974,1,3600.8333191611478
5590,1,3223.8047015408943
7597,1,5812.906533538258
6778,1,4704.686902711773
6618,1,4480.018143475317
4411,1,3103.885688624401
3457,2,2451.5509827901055
6765,2,4505.759548309722
4937,2,2978.8225531353223
3344,3,1789.899361683418
5354,2,2838.8580912328416
3095,2,1714.114245318293
2563,2,1572.0599796412348
6738,2,4513.127767461393
4566,3,3476.6643510554513
5018,3,3289.5184497382397
2517,3,1612.5016732086183
4707,3,3282.562956259264
996,0,736.0341878369393
3708,4,3134.8959173781795
244,0,150.7395716705364
6610,3,4246.359882066295
3537,3,2756.792352815891
6909,4,5549.021479160898
5917,3,4477.77215019705
6548,3,4499.11785618417
3052,4,2596.6143550392467
3793,2,2245.8258895880776
4535,2,3160.552035100191
3890,3,2415.0364683549274
3932,2,2302.0938128738358
4190,3,2981.237392672077
3456,2,2248.3075836661865
4189,1,2315.04280984826
5730,2,4456.762504654981
4206,2,2744.7711065827743
7036,1,4772.341162907474
5387,1,3622.113714000564
3904,2,2757.115558588201
2867,2,2075.74410775215
3600,2,2421.2839549017363
2824,3,2301.9272856325006
8431,3,5804.483650319915
2440,2,1973.5754321951404
4675,1,3129.1263984348925
3200,2,2112.2267614105863
2056,2,1469.6347307446451
6267,3,3944.7643048132077
3194,2,2205.984261151148
4357,1,3032.9990823648727
7188,3,4404.334938259272
3128,3,2313.0927190967227
4617,3,2767.572753150018
7034,3,4601.258643327032
5583,2,4141.782883260705
4490,2,3536.730138749693
1915,3,1400.5303758324883
6026,3,4409.538659114766
4369,2,3232.1233097587246
5732,2,4183.988448754889
4126,4,3417.2434943345515
5150,2,3691.318902470946
4573,4,3802.4091406995135
4346,3,3287.9354082355917
4536,3,3330.2318584835903
4006,3,2752.8079772252477
3349,3,2550.411923727197
4522,4,3836.90338828127
5513,4,4674.623618915269
2965,3,2163.0554523542005
4416,4,3743.5772013493483
4184,4,3535.7171698156512
4677,3,3099.1068977335567
5834,3,4390.3278214545835
3443,3,2699.289493378484
1971,3,1538.3345305128162
5319,3,4032.373605714116
4555,3,3557.384211137379
3217,3,2435.4020709999963
4239,3,2974.921198672821
4969,3,3473.0737402024683
4435,3,3503.4287758953983
2289,2,1631.38333911824
3120,3,2350.035476226348
3504,2,2523.9471800172714
4615,2,3660.8365912257123
3528,2,2640.212733786851
2432,2,1882.4651678660641
4315,2,3269.55184705129
3763,2,2943.4985992407555
